Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"EK","Tendances dans l’élevage","208","Danemark","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","207330","E","Valeur estimée"
"EK","Tendances dans l’élevage","212","Dominique","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.08","E","Valeur estimée"
"EK","Tendances dans l’élevage","212","Dominique","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","15.1","E","Valeur estimée"
"EK","Tendances dans l’élevage","212","Dominique","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","2000","E","Valeur estimée"
"EK","Tendances dans l’élevage","818","Égypte","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.42","E","Valeur estimée"
"EK","Tendances dans l’élevage","818","Égypte","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","18.08","E","Valeur estimée"
"EK","Tendances dans l’élevage","818","Égypte","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","1599060","E","Valeur estimée"
"EK","Tendances dans l’élevage","222","El Salvador","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.14","E","Valeur estimée"
"EK","Tendances dans l’élevage","222","El Salvador","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","18.73","E","Valeur estimée"
"EK","Tendances dans l’élevage","222","El Salvador","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","172750","E","Valeur estimée"
"EK","Tendances dans l’élevage","784","Émirats arabes unis","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.63","E","Valeur estimée"
"EK","Tendances dans l’élevage","784","Émirats arabes unis","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","21.96","E","Valeur estimée"
"EK","Tendances dans l’élevage","784","Émirats arabes unis","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","243470","E","Valeur estimée"
"EK","Tendances dans l’élevage","218","Équateur","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.29","E","Valeur estimée"
"EK","Tendances dans l’élevage","218","Équateur","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","31.67","E","Valeur estimée"
"EK","Tendances dans l’élevage","218","Équateur","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","1605560","E","Valeur estimée"
"EK","Tendances dans l’élevage","232","Érythrée","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","232","Érythrée","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","0.72","E","Valeur estimée"
"EK","Tendances dans l’élevage","232","Érythrée","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","12770","E","Valeur estimée"
"EK","Tendances dans l’élevage","724","Espagne","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.05","E","Valeur estimée"
"EK","Tendances dans l’élevage","724","Espagne","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","8.12","E","Valeur estimée"
"EK","Tendances dans l’élevage","724","Espagne","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","1375000","E","Valeur estimée"
"EK","Tendances dans l’élevage","233","Estonie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","233","Estonie","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","8.54","E","Valeur estimée"
"EK","Tendances dans l’élevage","233","Estonie","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","21950","E","Valeur estimée"
"EK","Tendances dans l’élevage","748","Eswatini","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","748","Eswatini","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","9.91","E","Valeur estimée"
"EK","Tendances dans l’élevage","748","Eswatini","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","38250","E","Valeur estimée"
"EK","Tendances dans l’élevage","231","Éthiopie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.01","E","Valeur estimée"
"EK","Tendances dans l’élevage","231","Éthiopie","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","1.33","E","Valeur estimée"
"EK","Tendances dans l’élevage","231","Éthiopie","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","560560","E","Valeur estimée"
"EK","Tendances dans l’élevage","643","Fédération de Russie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","643","Fédération de Russie","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","20.38","E","Valeur estimée"
"EK","Tendances dans l’élevage","643","Fédération de Russie","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","5057680","E","Valeur estimée"
"EK","Tendances dans l’élevage","242","Fidji","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.17","E","Valeur estimée"
"EK","Tendances dans l’élevage","242","Fidji","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","27.1","E","Valeur estimée"
"EK","Tendances dans l’élevage","242","Fidji","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","52820","E","Valeur estimée"
"EK","Tendances dans l’élevage","246","Finlande","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","246","Finlande","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","6.89","E","Valeur estimée"
"EK","Tendances dans l’élevage","246","Finlande","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","85200","E","Valeur estimée"
"EK","Tendances dans l’élevage","250","France","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.09","E","Valeur estimée"
"EK","Tendances dans l’élevage","250","France","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","10.27","E","Valeur estimée"
"EK","Tendances dans l’élevage","250","France","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","2447740","E","Valeur estimée"
"EK","Tendances dans l’élevage","266","Gabon","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.01","E","Valeur estimée"
"EK","Tendances dans l’élevage","266","Gabon","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","24.84","E","Valeur estimée"
"EK","Tendances dans l’élevage","266","Gabon","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","32110","E","Valeur estimée"
"EK","Tendances dans l’élevage","270","Gambie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","270","Gambie","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","4.32","E","Valeur estimée"
"EK","Tendances dans l’élevage","270","Gambie","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","13600","E","Valeur estimée"
"EK","Tendances dans l’élevage","268","Géorgie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","268","Géorgie","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","9.7","E","Valeur estimée"
"EK","Tendances dans l’élevage","268","Géorgie","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","80460","E","Valeur estimée"
"EK","Tendances dans l’élevage","288","Ghana","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.06","E","Valeur estimée"
"EK","Tendances dans l’élevage","288","Ghana","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","24.41","E","Valeur estimée"
"EK","Tendances dans l’élevage","288","Ghana","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","753630","E","Valeur estimée"
"EK","Tendances dans l’élevage","300","Grèce","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.06","E","Valeur estimée"
"EK","Tendances dans l’élevage","300","Grèce","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","15.51","E","Valeur estimée"
"EK","Tendances dans l’élevage","300","Grèce","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","372620","E","Valeur estimée"
"EK","Tendances dans l’élevage","308","Grenade","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.34","E","Valeur estimée"
"EK","Tendances dans l’élevage","308","Grenade","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","32.13","E","Valeur estimée"
"EK","Tendances dans l’élevage","308","Grenade","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","2730","E","Valeur estimée"
"EK","Tendances dans l’élevage","320","Guatemala","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.09","E","Valeur estimée"
"EK","Tendances dans l’élevage","320","Guatemala","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","9.14","E","Valeur estimée"
"EK","Tendances dans l’élevage","320","Guatemala","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","360380","E","Valeur estimée"
"EK","Tendances dans l’élevage","324","Guinée","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","324","Guinée","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","7.12","E","Valeur estimée"
"EK","Tendances dans l’élevage","324","Guinée","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","318410","E","Valeur estimée"
"EK","Tendances dans l’élevage","226","Guinée équatoriale","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","226","Guinée équatoriale","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","28.92","E","Valeur estimée"
"EK","Tendances dans l’élevage","226","Guinée équatoriale","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","3710","E","Valeur estimée"
"EK","Tendances dans l’élevage","624","Guinée-Bissau","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","624","Guinée-Bissau","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","3.46","E","Valeur estimée"
"EK","Tendances dans l’élevage","624","Guinée-Bissau","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","20200","E","Valeur estimée"
"EK","Tendances dans l’élevage","328","Guyana","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.23","E","Valeur estimée"
"EK","Tendances dans l’élevage","328","Guyana","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","73.61","E","Valeur estimée"
"EK","Tendances dans l’élevage","328","Guyana","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","281690","E","Valeur estimée"
"EK","Tendances dans l’élevage","332","Haïti","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","332","Haïti","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","3.11","E","Valeur estimée"
"EK","Tendances dans l’élevage","332","Haïti","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","58260","E","Valeur estimée"
"EK","Tendances dans l’élevage","340","Honduras","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.13","E","Valeur estimée"
"EK","Tendances dans l’élevage","340","Honduras","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","17.32","E","Valeur estimée"
"EK","Tendances dans l’élevage","340","Honduras","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","466730","E","Valeur estimée"
"EK","Tendances dans l’élevage","348","Hongrie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.06","E","Valeur estimée"
"EK","Tendances dans l’élevage","348","Hongrie","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","18.65","E","Valeur estimée"
"EK","Tendances dans l’élevage","348","Hongrie","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","320270","E","Valeur estimée"
"EK","Tendances dans l’élevage","184","Îles Cook","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.13","E","Valeur estimée"
"EK","Tendances dans l’élevage","184","Îles Cook","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","2.88","E","Valeur estimée"
"EK","Tendances dans l’élevage","184","Îles Cook","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","190","E","Valeur estimée"
"EK","Tendances dans l’élevage","090","Îles Salomon","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","090","Îles Salomon","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","10.74","E","Valeur estimée"
"EK","Tendances dans l’élevage","090","Îles Salomon","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","2430","E","Valeur estimée"
"EK","Tendances dans l’élevage","356","Inde","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","356","Inde","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","4.25","E","Valeur estimée"
"EK","Tendances dans l’élevage","356","Inde","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","7742580","E","Valeur estimée"
"EK","Tendances dans l’élevage","360","Indonésie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.56","E","Valeur estimée"
"EK","Tendances dans l’élevage","360","Indonésie","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","66.58","E","Valeur estimée"
"EK","Tendances dans l’élevage","360","Indonésie","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","34811810","E","Valeur estimée"
"EK","Tendances dans l’élevage","364","Iran (République islamique d')","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.21","E","Valeur estimée"
"EK","Tendances dans l’élevage","364","Iran (République islamique d')","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","48.51","E","Valeur estimée"
"EK","Tendances dans l’élevage","364","Iran (République islamique d')","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","9530000","E","Valeur estimée"
"EK","Tendances dans l’élevage","368","Iraq","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.05","E","Valeur estimée"
"EK","Tendances dans l’élevage","368","Iraq","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","16.45","E","Valeur estimée"
"EK","Tendances dans l’élevage","368","Iraq","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","500730","E","Valeur estimée"
"EK","Tendances dans l’élevage","372","Irlande","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","372","Irlande","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","2","E","Valeur estimée"
"EK","Tendances dans l’élevage","372","Irlande","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","155040","E","Valeur estimée"
"EK","Tendances dans l’élevage","352","Islande","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","352","Islande","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","1.35","E","Valeur estimée"
"EK","Tendances dans l’élevage","352","Islande","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","2300","E","Valeur estimée"
"EK","Tendances dans l’élevage","376","Israël","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.72","E","Valeur estimée"
"EK","Tendances dans l’élevage","376","Israël","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","53","E","Valeur estimée"
"EK","Tendances dans l’élevage","376","Israël","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","462870","E","Valeur estimée"
"EK","Tendances dans l’élevage","380","Italie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.11","E","Valeur estimée"
"EK","Tendances dans l’élevage","380","Italie","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","14.24","E","Valeur estimée"
"EK","Tendances dans l’élevage","380","Italie","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","1469480","E","Valeur estimée"
"EK","Tendances dans l’élevage","388","Jamaïque","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.32","E","Valeur estimée"
"EK","Tendances dans l’élevage","388","Jamaïque","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","39.85","E","Valeur estimée"
"EK","Tendances dans l’élevage","388","Jamaïque","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","141650","E","Valeur estimée"
"EK","Tendances dans l’élevage","392","Japon","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.71","E","Valeur estimée"
"EK","Tendances dans l’élevage","392","Japon","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","35.15","E","Valeur estimée"
"EK","Tendances dans l’élevage","392","Japon","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","3138230","E","Valeur estimée"
"EK","Tendances dans l’élevage","400","Jordanie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.28","E","Valeur estimée"
"EK","Tendances dans l’élevage","400","Jordanie","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","38.26","E","Valeur estimée"
"EK","Tendances dans l’élevage","400","Jordanie","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","281150","E","Valeur estimée"
"EK","Tendances dans l’élevage","398","Kazakhstan","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","398","Kazakhstan","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","4.75","E","Valeur estimée"
"EK","Tendances dans l’élevage","398","Kazakhstan","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","383760","E","Valeur estimée"
"EK","Tendances dans l’élevage","404","Kenya","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","404","Kenya","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","2.91","E","Valeur estimée"
"EK","Tendances dans l’élevage","404","Kenya","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","481250","E","Valeur estimée"
"EK","Tendances dans l’élevage","417","Kirghizistan","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","417","Kirghizistan","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","2.28","E","Valeur estimée"
"EK","Tendances dans l’élevage","417","Kirghizistan","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","44150","E","Valeur estimée"
"EK","Tendances dans l’élevage","296","Kiribati","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.18","E","Valeur estimée"
"EK","Tendances dans l’élevage","296","Kiribati","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","68.27","E","Valeur estimée"
"EK","Tendances dans l’élevage","296","Kiribati","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","6230","E","Valeur estimée"
"EK","Tendances dans l’élevage","414","Koweït","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","3.5","E","Valeur estimée"
"EK","Tendances dans l’élevage","414","Koweït","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","82.15","E","Valeur estimée"
"EK","Tendances dans l’élevage","414","Koweït","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","530120","E","Valeur estimée"
"EK","Tendances dans l’élevage","426","Lesotho","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","426","Lesotho","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","0.71","E","Valeur estimée"
"EK","Tendances dans l’élevage","426","Lesotho","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","4330","E","Valeur estimée"
"EK","Tendances dans l’élevage","428","Lettonie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","0.01","E","Valeur estimée"
"EK","Tendances dans l’élevage","428","Lettonie","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","5.85","E","Valeur estimée"
"EK","Tendances dans l’élevage","428","Lettonie","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","21710","E","Valeur estimée"
"EK","Tendances dans l’élevage","422","Liban","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2017","2017","UGB/ha","1.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","422","Liban","7211","Part du total des animaux","02151","Poulets","2017","2017","% du total des UGB","80.16","E","Valeur estimée"
"EK","Tendances dans l’élevage","422","Liban","5118","Réserves","02151","Poulets","2017","2017","Unités de gros bétail (UGB)","688760","E","Valeur estimée"
